Question ID,Question Text,Truth Query,LLM Query,Generation Time (s),Truth Exec Time (s),LLM Exec Time (s),String Match,Execution Score,Error_Message
185,what state has the shortest river,SELECT DISTINCT RIVERalias0.TRAVERSE FROM RIVER AS RIVERalias0 WHERE RIVERalias0.LENGTH = ( SELECT MIN( RIVERalias1.LENGTH ) FROM RIVER AS RIVERalias1 ) ;,select t1.state_name from state as t1 inner join river as t2 on t1.state_name = t2.traverse order by t2.length limit 1,2.384,0.0006,0.0002,0,0,Data Mismatch
186,how many states are next to major rivers,SELECT COUNT( DISTINCT RIVERalias0.TRAVERSE ) FROM RIVER AS RIVERalias0 WHERE RIVERalias0.LENGTH > 750 ;,select count(distinct t1.state_name) from border_info t1 inner join river t2 on t1.border = t2.river_name,2.39,0.0005,0.0006,0,0,Data Mismatch
187,what state borders the least states excluding alaska and excluding hawaii,"SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 LEFT OUTER JOIN BORDER_INFO AS BORDER_INFOalias0 ON STATEalias0.STATE_NAME = BORDER_INFOalias0.STATE_NAME WHERE STATEalias0.STATE_NAME <> ""alaska"" AND STATEalias0.STATE_NAME <> ""hawaii"" GROUP BY STATEalias0.STATE_NAME HAVING COUNT( BORDER_INFOalias0.BORDER ) = ( SELECT MIN( DERIVED_TABLEalias0.DERIVED_FIELDalias0 ) FROM ( SELECT COUNT( BORDER_INFOalias1.BORDER ) AS DERIVED_FIELDalias0 , STATEalias1.STATE_NAME FROM STATE AS STATEalias1 LEFT OUTER JOIN BORDER_INFO AS BORDER_INFOalias1 ON STATEalias1.STATE_NAME = BORDER_INFOalias1.STATE_NAME WHERE STATEalias1.STATE_NAME <> ""alaska"" AND STATEalias1.STATE_NAME <> ""hawaii"" GROUP BY STATEalias1.STATE_NAME ) AS DERIVED_TABLEalias0 ) ;","select state_name from border_info group by state_name having count(border) = (select min(cnt) from (select state_name, count(border) as cnt from border_info where state_name not in ('alaska', 'hawaii') group by state_name) as t) and state_name not in ('alaska', 'hawaii') limit 1",2.494,0.0016,0.0005,0,1,
188,what is the highest point in the smallest state,"SELECT HIGHLOWalias0.HIGHEST_POINT FROM HIGHLOW AS HIGHLOWalias0 , STATE AS STATEalias0 WHERE STATEalias0.AREA = ( SELECT MIN( STATEalias1.AREA ) FROM STATE AS STATEalias1 ) AND STATEalias0.STATE_NAME = HIGHLOWalias0.STATE_NAME ;",select t1.highest_point from highlow t1 join state t2 on t1.state_name = t2.state_name order by t2.area asc limit 1,2.39,0.0004,0.0002,0,1,
189,what is the height of mount mckinley,"SELECT MOUNTAINalias0.MOUNTAIN_ALTITUDE FROM MOUNTAIN AS MOUNTAINalias0 WHERE MOUNTAINalias0.MOUNTAIN_NAME = ""mckinley"" ;",select mountain_altitude from mountain where mountain_name = 'mount mckinley',2.265,0.0005,0.0001,0,0,Data Mismatch
190,what is the highest point in the state with the smallest population,"SELECT HIGHLOWalias0.HIGHEST_POINT FROM HIGHLOW AS HIGHLOWalias0 , STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = HIGHLOWalias0.STATE_NAME AND STATEalias0.STATE_NAME IN ( SELECT STATEalias1.STATE_NAME FROM STATE AS STATEalias1 WHERE STATEalias1.POPULATION = ( SELECT MIN( STATEalias2.POPULATION ) FROM STATE AS STATEalias2 ) ) ;",select t1.highest_point from highlow t1 join state t2 on t1.state_name = t2.state_name order by t2.population asc limit 1,2.263,0.0025,0.0002,0,1,
191,which rivers run through the state with the lowest elevation in the usa,SELECT RIVERalias0.RIVER_NAME FROM RIVER AS RIVERalias0 WHERE RIVERalias0.TRAVERSE IN ( SELECT HIGHLOWalias0.STATE_NAME FROM HIGHLOW AS HIGHLOWalias0 WHERE HIGHLOWalias0.LOWEST_ELEVATION = ( SELECT MIN( HIGHLOWalias1.LOWEST_ELEVATION ) FROM HIGHLOW AS HIGHLOWalias1 ) ) ;,select r.river_name from river r join highlow h on r.country_name = 'usa' and h.country_name = 'usa' where h.lowest_elevation = (select min(lowest_elevation) from highlow) and r.traverse = h.state_name,2.41,0.0005,0.0,0,0,SQL Error: no such column: h.country_name
192,what mountains are in alaska,"SELECT MOUNTAINalias0.MOUNTAIN_NAME FROM MOUNTAIN AS MOUNTAINalias0 WHERE MOUNTAINalias0.STATE_NAME = ""alaska"" ;",select mountain_name from mountain where state_name = 'alaska',2.262,0.0006,0.0001,0,1,
193,how many states have major rivers,SELECT COUNT( DISTINCT RIVERalias0.TRAVERSE ) FROM RIVER AS RIVERalias0 WHERE RIVERalias0.LENGTH > 750 ;,select count(distinct t1.state_name) from state as t1 inner join river as t2 on t1.state_name = t2.traverse,2.268,0.0005,0.0007,0,0,Data Mismatch
194,what is the smallest state through which the longest river runs,SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.AREA = ( SELECT MIN( STATEalias1.AREA ) FROM STATE AS STATEalias1 WHERE STATEalias1.STATE_NAME IN ( SELECT RIVERalias0.TRAVERSE FROM RIVER AS RIVERalias0 WHERE RIVERalias0.LENGTH = ( SELECT MAX( RIVERalias1.LENGTH ) FROM RIVER AS RIVERalias1 ) ) ) AND STATEalias0.STATE_NAME IN ( SELECT RIVERalias2.TRAVERSE FROM RIVER AS RIVERalias2 WHERE RIVERalias2.LENGTH = ( SELECT MAX( RIVERalias3.LENGTH ) FROM RIVER AS RIVERalias3 ) ) ;,"select s.state_name from state s 
join river r on s.country_name = r.country_name 
where r.length = (select max(length) from river) 
order by s.area asc 
limit 1",2.417,0.0007,0.0005,0,0,Data Mismatch
195,what is the largest state traversed by the mississippi river,"SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.AREA = ( SELECT MAX( STATEalias1.AREA ) FROM STATE AS STATEalias1 WHERE STATEalias1.STATE_NAME IN ( SELECT RIVERalias0.TRAVERSE FROM RIVER AS RIVERalias0 WHERE RIVERalias0.RIVER_NAME = ""mississippi"" ) ) AND STATEalias0.STATE_NAME IN ( SELECT RIVERalias1.TRAVERSE FROM RIVER AS RIVERalias1 WHERE RIVERalias1.RIVER_NAME = ""mississippi"" ) ;",select state_name from state where state_name in (select traverse from river where river_name = 'mississippi') order by area desc limit 1,2.493,0.0005,0.0002,0,1,
196,how many rivers run through the states bordering colorado,"SELECT COUNT( RIVERalias0.RIVER_NAME ) FROM RIVER AS RIVERalias0 WHERE RIVERalias0.TRAVERSE IN ( SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME = ""colorado"" ) ;","select count(distinct t2.river_name) 
from border_info t1 
join river t2 on t2.traverse = t1.state_name 
where t1.border = 'colorado'",2.497,0.001,0.0008,0,0,Data Mismatch
197,what is the longest river that does not run through texas,"SELECT DISTINCT RIVERalias0.RIVER_NAME FROM RIVER AS RIVERalias0 WHERE RIVERalias0.LENGTH = ( SELECT MAX( RIVERalias1.LENGTH ) FROM RIVER AS RIVERalias1 WHERE RIVERalias1.RIVER_NAME NOT IN ( SELECT RIVERalias2.RIVER_NAME FROM RIVER AS RIVERalias2 WHERE RIVERalias2.TRAVERSE = ""texas"" ) ) AND RIVERalias0.RIVER_NAME NOT IN ( SELECT RIVERalias3.RIVER_NAME FROM RIVER AS RIVERalias3 WHERE RIVERalias3.TRAVERSE = ""texas"" ) ;","select river_name, length from river where river_name not in (select river_name from river where traverse like '%texas%') order by length desc limit 1",2.386,0.0011,0.0012,0,0,Data Mismatch
198,what are the largest cities in the states that border the largest state,"SELECT CITYalias0.CITY_NAME FROM CITY AS CITYalias0 WHERE CITYalias0.POPULATION IN ( SELECT DERIVED_TABLEalias1.DERIVED_FIELDalias0 FROM ( SELECT MAX( CITYalias1.POPULATION ) AS DERIVED_FIELDalias0 , STATEalias0.STATE_NAME FROM CITY AS CITYalias1 , STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = CITYalias1.STATE_NAME AND STATEalias0.STATE_NAME IN ( SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 GROUP BY BORDER_INFOalias0.BORDER HAVING COUNT( 1 ) = ( SELECT MAX( DERIVED_TABLEalias0.DERIVED_FIELDalias1 ) FROM ( SELECT BORDER_INFOalias1.BORDER , COUNT( 1 ) AS DERIVED_FIELDalias1 FROM BORDER_INFO AS BORDER_INFOalias1 GROUP BY BORDER_INFOalias1.BORDER ) AS DERIVED_TABLEalias0 ) ) GROUP BY STATEalias0.STATE_NAME ) AS DERIVED_TABLEalias1 ) ;","select c.city_name, c.population 
from city c 
join state s on c.state_name = s.state_name 
join border_info bi on s.state_name = bi.state_name 
where bi.border = (select state_name from state order by area desc limit 1) 
order by c.population desc;",2.47,0.0011,0.0001,0,0,Data Mismatch
199,what state has no rivers,SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME NOT IN ( SELECT RIVERalias0.TRAVERSE FROM RIVER AS RIVERalias0 ) ;,select state_name from state where state_name not in (select state_name from border_info where border in (select river_name from river)),2.525,0.0006,0.0005,0,0,Data Mismatch
200,how many rivers are in the state with the highest point,"SELECT COUNT( RIVERalias0.RIVER_NAME ) FROM HIGHLOW AS HIGHLOWalias0 , RIVER AS RIVERalias0 WHERE HIGHLOWalias0.HIGHEST_ELEVATION = ( SELECT MAX( HIGHLOWalias1.HIGHEST_ELEVATION ) FROM HIGHLOW AS HIGHLOWalias1 ) AND RIVERalias0.TRAVERSE = HIGHLOWalias0.STATE_NAME ;","select count(r.river_name) 
from river r 
join state s on r.country_name = s.country_name 
join highlow h on s.state_name = h.state_name 
order by h.highest_elevation desc 
limit 1",2.489,0.0005,0.0045,0,0,Data Mismatch
201,what state has the most cities,SELECT CITYalias0.STATE_NAME FROM CITY AS CITYalias0 GROUP BY CITYalias0.STATE_NAME ORDER BY COUNT( 1 ) DESC LIMIT 1 ;,"select state_name, count(city_name) from city group by state_name order by count(city_name) desc limit 1",2.243,0.0015,0.0007,0,0,Data Mismatch
202,what is the capital of the largest state,SELECT STATEalias0.CAPITAL FROM STATE AS STATEalias0 WHERE STATEalias0.AREA = ( SELECT MAX( STATEalias1.AREA ) FROM STATE AS STATEalias1 ) ;,select capital from state order by area desc limit 1,2.233,0.0003,0.0001,0,1,
203,how many cities are in montana,"SELECT COUNT( CITYalias0.CITY_NAME ) FROM CITY AS CITYalias0 WHERE CITYalias0.STATE_NAME = ""montana"" ;",select count(city_name) from city where state_name = 'montana',2.202,0.0003,0.0001,0,1,
204,what is the highest point in the state with the most rivers,"SELECT HIGHLOWalias0.HIGHEST_POINT FROM HIGHLOW AS HIGHLOWalias0 WHERE ( HIGHLOWalias0.STATE_NAME = ( SELECT RIVERalias0.TRAVERSE FROM RIVER AS RIVERalias0 , STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = RIVERalias0.TRAVERSE GROUP BY STATEalias0.STATE_NAME ORDER BY COUNT( RIVERalias0.RIVER_NAME ) DESC LIMIT 1 ) ) ;","select t1.highest_point from highlow t1 
join state t2 on t1.state_name = t2.state_name 
join river t3 on t2.state_name = t3.traverse 
group by t1.state_name, t1.highest_point 
order by count(t3.river_name) desc 
limit 1",2.53,0.0019,0.0004,0,1,
205,what is the area of the states,SELECT STATEalias0.AREA FROM STATE AS STATEalias0 ;,select area from state,2.24,0.0006,0.0002,0,1,
206,how many states in the us does the shortest river run through,SELECT COUNT( RIVERalias0.TRAVERSE ) FROM RIVER AS RIVERalias0 WHERE RIVERalias0.LENGTH = ( SELECT MIN( RIVERalias1.LENGTH ) FROM RIVER AS RIVERalias1 ) ;,select count(distinct traverse) from river where length = (select min(length) from river) and country_name = 'usa',2.424,0.0006,0.0003,0,1,
207,what is the average population per square km in the us,SELECT SUM( STATEalias0.POPULATION ) / SUM( STATEalias0.AREA ) FROM STATE AS STATEalias0 ;,select avg(population / area) from state where country_name = 'usa',2.197,0.0002,0.0001,0,0,Data Mismatch
208,what rivers flow through states that border the state with the largest population,SELECT RIVERalias0.RIVER_NAME FROM RIVER AS RIVERalias0 WHERE RIVERalias0.TRAVERSE IN ( SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME IN ( SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.POPULATION = ( SELECT MAX( STATEalias1.POPULATION ) FROM STATE AS STATEalias1 ) ) ) ;,"select distinct r.river_name 
from river r 
join border_info b on r.traverse = b.state_name 
join state s on b.border = s.state_name 
order by s.population desc 
limit 1;",2.365,0.0011,0.001,0,0,Data Mismatch
209,what are the major cities in the largest state,SELECT CITYalias0.CITY_NAME FROM CITY AS CITYalias0 WHERE CITYalias0.POPULATION > 150000 AND CITYalias0.STATE_NAME = ( SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.AREA = ( SELECT MAX( STATEalias1.AREA ) FROM STATE AS STATEalias1 ) ) ;,select c.city_name from city c join state s on c.state_name = s.state_name where s.state_name = (select state_name from state order by area desc limit 1) and c.population > 1000000,2.379,0.0009,0.0049,0,0,Data Mismatch
210,what is the area of the smallest state,SELECT STATEalias0.AREA FROM STATE AS STATEalias0 WHERE STATEalias0.AREA = ( SELECT MIN( STATEalias1.AREA ) FROM STATE AS STATEalias1 ) ;,select area from state order by area asc limit 1,2.207,0.0003,0.0001,0,1,
211,which states border the longest river in the usa,SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME IN ( SELECT RIVERalias0.TRAVERSE FROM RIVER AS RIVERalias0 WHERE RIVERalias0.LENGTH = ( SELECT MAX( RIVERalias1.LENGTH ) FROM RIVER AS RIVERalias1 ) ) ;,select distinct t2.state_name from river as t1 inner join border_info as t2 on t1.traverse = t2.border where t1.country_name = 'usa' and t1.length = (select max(length) from river where country_name = 'usa'),2.42,0.0012,0.0008,0,1,
212,what is the population density of the state with the smallest population,SELECT STATEalias0.DENSITY FROM STATE AS STATEalias0 WHERE STATEalias0.POPULATION = ( SELECT MIN( STATEalias1.POPULATION ) FROM STATE AS STATEalias1 ) ;,select density from state order by population asc limit 1,2.292,0.0003,0.0001,0,1,
213,how many states border the mississippi river,"SELECT COUNT( DISTINCT BORDER_INFOalias0.BORDER ) FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME IN ( SELECT RIVERalias0.TRAVERSE FROM RIVER AS RIVERalias0 WHERE RIVERalias0.RIVER_NAME = ""mississippi"" ) ;",select count(state_name) from border_info where border = 'mississippi river',2.226,0.0007,0.0002,0,0,Data Mismatch
214,what states have a capital that is the highest point in the state,"SELECT STATEalias0.STATE_NAME FROM HIGHLOW AS HIGHLOWalias0 , STATE AS STATEalias0 WHERE STATEalias0.CAPITAL = HIGHLOWalias0.HIGHEST_POINT ;",select s.state_name from state s join highlow h on s.state_name = h.state_name where s.capital = h.highest_point,2.288,0.0004,0.0002,0,1,
215,what is the population of the capital of the smallest state,SELECT CITYalias0.POPULATION FROM CITY AS CITYalias0 WHERE CITYalias0.CITY_NAME = ( SELECT STATEalias0.CAPITAL FROM STATE AS STATEalias0 WHERE STATEalias0.AREA = ( SELECT MIN( STATEalias1.AREA ) FROM STATE AS STATEalias1 ) ) ;,select t2.population from state as t1 inner join city as t2 on t1.capital = t2.city_name where t1.state_name = (select state_name from state order by area asc limit 1),2.449,0.0004,0.0006,0,1,
216,what is the population of the capital of the largest state,SELECT CITYalias0.POPULATION FROM CITY AS CITYalias0 WHERE CITYalias0.CITY_NAME = ( SELECT STATEalias0.CAPITAL FROM STATE AS STATEalias0 WHERE STATEalias0.AREA = ( SELECT MAX( STATEalias1.AREA ) FROM STATE AS STATEalias1 ) ) ;,select t2.population from state as t1 inner join city as t2 on t1.capital = t2.city_name where t1.state_name = (select state_name from state order by area desc limit 1),2.393,0.0011,0.0007,0,1,
217,what is the lowest point of the state with the largest area,"SELECT HIGHLOWalias0.LOWEST_POINT FROM HIGHLOW AS HIGHLOWalias0 , STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = HIGHLOWalias0.STATE_NAME AND STATEalias0.STATE_NAME IN ( SELECT STATEalias1.STATE_NAME FROM STATE AS STATEalias1 WHERE STATEalias1.AREA = ( SELECT MAX( STATEalias2.AREA ) FROM STATE AS STATEalias2 ) ) ;",select t2.lowest_point from state as t1 inner join highlow as t2 on t1.state_name = t2.state_name order by t1.area desc limit 1,2.382,0.0005,0.002,0,1,
218,what state has the smallest capital,"SELECT CITYalias0.STATE_NAME FROM CITY AS CITYalias0 WHERE CITYalias0.POPULATION = ( SELECT MIN( DERIVED_TABLEalias0.POPULATION ) FROM ( SELECT CITYalias1.POPULATION FROM CITY AS CITYalias1 , STATE AS STATEalias0 WHERE STATEalias0.CAPITAL = CITYalias1.CITY_NAME ) AS DERIVED_TABLEalias0 ) ;",select state_name from state order by length(capital) asc limit 1,2.284,0.0006,0.0001,0,0,Data Mismatch
219,what states border states that border the state with the largest population,"SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 , BORDER_INFO AS BORDER_INFOalias1 WHERE BORDER_INFOalias1.BORDER = BORDER_INFOalias0.STATE_NAME AND BORDER_INFOalias1.STATE_NAME IN ( SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.POPULATION = ( SELECT MAX( STATEalias1.POPULATION ) FROM STATE AS STATEalias1 ) ) ;","select distinct t1.state_name 
from border_info t1 
inner join border_info t2 
on t1.border = t2.state_name 
inner join state t3 
on t2.state_name = t3.state_name 
order by t3.population desc 
limit 1;",2.383,0.0025,0.0012,0,0,Data Mismatch
220,what is the capital of the state that borders the most states,"SELECT STATEalias0.CAPITAL FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME IN ( SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 GROUP BY BORDER_INFOalias0.BORDER HAVING COUNT( 1 ) = ( SELECT MAX( DERIVED_TABLEalias0.DERIVED_FIELDalias0 ) FROM ( SELECT BORDER_INFOalias1.BORDER , COUNT( 1 ) AS DERIVED_FIELDalias0 FROM BORDER_INFO AS BORDER_INFOalias1 GROUP BY BORDER_INFOalias1.BORDER ) AS DERIVED_TABLEalias0 ) ) ;",select s.capital from state s join border_info b on s.state_name = b.state_name group by s.capital order by count(b.border) desc limit 1,2.252,0.0011,0.0006,0,0,Data Mismatch
221,what is the size of the largest state in the usa,SELECT MAX( STATEalias0.AREA ) FROM STATE AS STATEalias0 ;,select area from state where country_name = 'usa' order by area desc limit 1,2.238,0.0003,0.0001,0,1,
222,of the states washed by the mississippi river which has the lowest point,"SELECT HIGHLOWalias0.STATE_NAME FROM HIGHLOW AS HIGHLOWalias0 WHERE HIGHLOWalias0.LOWEST_ELEVATION = ( SELECT MIN( HIGHLOWalias1.LOWEST_ELEVATION ) FROM HIGHLOW AS HIGHLOWalias1 , RIVER AS RIVERalias0 WHERE ( RIVERalias0.RIVER_NAME = ""mississippi"" ) AND ( RIVERalias0.TRAVERSE = HIGHLOWalias1.STATE_NAME ) ) ;","select t1.state_name, t1.lowest_elevation 
from highlow t1 
join border_info t2 on t1.state_name = t2.state_name 
where t2.border = 'mississippi river' 
order by t1.lowest_elevation asc 
limit 1",2.517,0.0017,0.0001,0,0,Data Mismatch
223,how many rivers in texas are longer than the red,"SELECT COUNT( RIVERalias0.RIVER_NAME ) FROM RIVER AS RIVERalias0 WHERE RIVERalias0.LENGTH > ALL ( SELECT RIVERalias1.LENGTH FROM RIVER AS RIVERalias1 WHERE RIVERalias1.RIVER_NAME = ""red"" ) AND RIVERalias0.TRAVERSE = ""texas"" ;",select count(river_name) from river where length > (select length from river where river_name = 'red') and traverse = 'texas',2.426,0.0,0.0005,0,0,"Gold SQL Error: near ""ALL"": syntax error"
224,which capitals are not major cities,"SELECT STATEalias0.CAPITAL FROM CITY AS CITYalias0 , STATE AS STATEalias0 WHERE CITYalias0.POPULATION <= 150000 AND STATEalias0.CAPITAL = CITYalias0.CITY_NAME ;",select capital from state where capital not in (select city_name from city where population > 150000),2.344,0.0009,0.0005,0,0,Data Mismatch
225,how high is the highest point in the largest state,"SELECT HIGHLOWalias0.HIGHEST_ELEVATION FROM HIGHLOW AS HIGHLOWalias0 , STATE AS STATEalias0 WHERE STATEalias0.AREA = ( SELECT MAX( STATEalias1.AREA ) FROM STATE AS STATEalias1 ) AND STATEalias0.STATE_NAME = HIGHLOWalias0.STATE_NAME ;",select t2.highest_elevation from state as t1 inner join highlow as t2 on t1.state_name = t2.state_name order by t1.area desc limit 1,2.427,0.0014,0.0003,0,1,
226,give me the cities in usa,SELECT CITYalias0.CITY_NAME FROM CITY AS CITYalias0 ;,select city_name from city where country_name = 'usa',2.273,0.0007,0.0005,0,1,
227,what is the highest point of the state with the largest area,"SELECT HIGHLOWalias0.HIGHEST_POINT FROM HIGHLOW AS HIGHLOWalias0 , STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = HIGHLOWalias0.STATE_NAME AND STATEalias0.STATE_NAME IN ( SELECT STATEalias1.STATE_NAME FROM STATE AS STATEalias1 WHERE STATEalias1.AREA = ( SELECT MAX( STATEalias2.AREA ) FROM STATE AS STATEalias2 ) ) ;",select t2.highest_point from state as t1 inner join highlow as t2 on t1.state_name = t2.state_name order by t1.area desc limit 1,2.486,0.0004,0.0002,0,1,
228,where is new hampshire,"SELECT STATEalias0.COUNTRY_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""new hampshire"" ;",select country_name from state where state_name = 'new hampshire',2.296,0.0006,0.0001,0,1,
229,what state has the largest urban population,SELECT CITYalias0.STATE_NAME FROM CITY AS CITYalias0 GROUP BY CITYalias0.STATE_NAME ORDER BY SUM( CITYalias0.POPULATION ) DESC LIMIT 1 ;,select t1.state_name from state t1 join city t2 on t1.state_name = t2.state_name group by t1.state_name order by sum(t2.population) desc limit 1,2.345,0.0008,0.0012,0,1,
230,what state borders the least states,"SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 LEFT OUTER JOIN BORDER_INFO AS BORDER_INFOalias0 ON STATEalias0.STATE_NAME = BORDER_INFOalias0.STATE_NAME GROUP BY STATEalias0.STATE_NAME HAVING COUNT( BORDER_INFOalias0.BORDER ) = ( SELECT MIN( DERIVED_TABLEalias0.DERIVED_FIELDalias0 ) FROM ( SELECT COUNT( BORDER_INFOalias1.BORDER ) AS DERIVED_FIELDalias0 , STATEalias1.STATE_NAME FROM STATE AS STATEalias1 LEFT OUTER JOIN BORDER_INFO AS BORDER_INFOalias1 ON STATEalias1.STATE_NAME = BORDER_INFOalias1.STATE_NAME GROUP BY STATEalias1.STATE_NAME ) AS DERIVED_TABLEalias0 ) ;",select state_name from border_info group by state_name order by count(border) asc limit 1,2.501,0.0007,0.0001,0,0,Data Mismatch
231,what are the major rivers in the us,SELECT DISTINCT RIVERalias0.RIVER_NAME FROM RIVER AS RIVERalias0 WHERE RIVERalias0.LENGTH > 750 ;,"select river_name, length from river where country_name = 'usa' and length > 750 order by length desc;",2.406,0.0019,0.0005,0,0,Data Mismatch
232,how many cities named austin are there in the usa,"SELECT COUNT( CITYalias0.CITY_NAME ) FROM CITY AS CITYalias0 WHERE CITYalias0.CITY_NAME = ""austin"" ;",select count(city_name) from city where city_name = 'austin' and country_name = 'usa',2.29,0.0002,0.0001,0,1,
233,how many people live in the smallest state bordering wyoming,"SELECT STATEalias0.POPULATION FROM STATE AS STATEalias0 WHERE STATEalias0.POPULATION = ( SELECT MAX( STATEalias1.POPULATION ) FROM STATE AS STATEalias1 WHERE STATEalias1.STATE_NAME IN ( SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME = ""wyoming"" ) ) AND STATEalias0.STATE_NAME IN ( SELECT BORDER_INFOalias1.BORDER FROM BORDER_INFO AS BORDER_INFOalias1 WHERE BORDER_INFOalias1.STATE_NAME = ""wyoming"" ) ;",select min(t1.population) from state as t1 inner join border_info as t2 on t1.state_name = t2.state_name where t2.border = 'wyoming',2.381,0.0007,0.0002,0,0,Data Mismatch
234,what is the length of the colorado river in texas,"SELECT RIVERalias0.LENGTH FROM RIVER AS RIVERalias0 WHERE RIVERalias0.RIVER_NAME = ""colorado"" AND RIVERalias0.TRAVERSE = ""texas"" ;",select length from river where river_name = 'colorado' and traverse = 'texas',2.294,0.0006,0.0001,0,1,
235,what is the population density in the state with capital austin,"SELECT STATEalias0.DENSITY FROM STATE AS STATEalias0 WHERE STATEalias0.CAPITAL = ""austin"" ;",select density from state where capital = 'austin',2.473,0.0002,0.0001,0,1,
236,how long is the shortest river in the usa,SELECT DISTINCT RIVERalias0.LENGTH FROM RIVER AS RIVERalias0 WHERE RIVERalias0.LENGTH = ( SELECT MIN( RIVERalias1.LENGTH ) FROM RIVER AS RIVERalias1 ) ;,select min(length) from river where country_name = 'usa',2.272,0.0004,0.0001,0,1,
237,what is the elevation of death valley,"SELECT HIGHLOWalias0.LOWEST_ELEVATION FROM HIGHLOW AS HIGHLOWalias0 WHERE HIGHLOWalias0.LOWEST_POINT = ""death valley"" ;",select lowest_elevation from highlow where lowest_point = 'death valley',2.275,0.0011,0.0001,0,1,
238,what is the average population of the us by state,SELECT AVG ( STATEalias0.POPULATION ) FROM STATE AS STATEalias0 ;,select avg(population) from state where country_name = 'usa',2.265,0.0004,0.0001,0,1,
239,what rivers flow through the largest state,SELECT RIVERalias0.RIVER_NAME FROM RIVER AS RIVERalias0 WHERE RIVERalias0.TRAVERSE IN ( SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.AREA = ( SELECT MAX( STATEalias1.AREA ) FROM STATE AS STATEalias1 ) ) ;,select r.river_name from river r where r.traverse in (select state_name from state where area = (select max(area) from state)),2.63,0.0007,0.0001,0,1,
240,what states border states that border states that border states that border texas,"SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 , BORDER_INFO AS BORDER_INFOalias1 , BORDER_INFO AS BORDER_INFOalias2 , BORDER_INFO AS BORDER_INFOalias3 WHERE BORDER_INFOalias1.BORDER = BORDER_INFOalias0.STATE_NAME AND BORDER_INFOalias2.BORDER = BORDER_INFOalias1.STATE_NAME AND BORDER_INFOalias3.BORDER = BORDER_INFOalias2.STATE_NAME AND BORDER_INFOalias3.STATE_NAME = ""texas"" ;",select distinct t1.state_name from border_info t1 inner join border_info t2 on t1.border = t2.state_name inner join border_info t3 on t2.border = t3.state_name inner join border_info t4 on t3.border = t4.state_name where t4.border = 'texas',2.496,0.0025,0.0013,0,1,
241,how many states border on the state whose capital is boston,"SELECT COUNT( BORDER_INFOalias0.BORDER ) FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME = ( SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.CAPITAL = ""boston"" ) ;",select count(*) from border_info where border in (select state_name from state where capital = 'boston'),2.32,0.0005,0.0003,0,1,
