Question ID,Question Text,Truth Query,LLM Query,Generation Time (s),Truth Exec Time (s),LLM Exec Time (s),String Match,Execution Score,Error_Message
176,what states border states that border states that border florida,"SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME IN ( SELECT BORDER_INFOalias1.BORDER FROM BORDER_INFO AS BORDER_INFOalias1 WHERE BORDER_INFOalias1.STATE_NAME IN ( SELECT BORDER_INFOalias2.BORDER FROM BORDER_INFO AS BORDER_INFOalias2 WHERE BORDER_INFOalias2.STATE_NAME = ""florida"" ) ) ;",SELECT border FROM border_info WHERE state_name IN (SELECT border FROM border_info WHERE state_name IN (SELECT border FROM border_info WHERE state_name = 'florida')),3.419,0.0026,0.0008,0,1,
177,how many states border at least one other state,SELECT COUNT( DISTINCT BORDER_INFOalias0.STATE_NAME ) FROM BORDER_INFO AS BORDER_INFOalias0 ;,SELECT COUNT(state_name) FROM border_info WHERE border IS NOT NULL AND border != '',3.369,0.0005,0.0001,0,0,Data Mismatch
178,what is the height of the highest mountain in texas,"SELECT MAX( DISTINCT HIGHLOWalias0.HIGHEST_ELEVATION ) FROM HIGHLOW AS HIGHLOWalias0 WHERE HIGHLOWalias0.STATE_NAME = ""texas"" ;",SELECT MAX(highest_elevation) FROM highlow WHERE state_name = 'texas',3.369,0.0009,0.0001,0,1,
179,how many states border colorado and border new mexico,"SELECT COUNT( BORDER_INFOalias0.BORDER ) FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.BORDER IN ( SELECT BORDER_INFOalias1.BORDER FROM BORDER_INFO AS BORDER_INFOalias1 WHERE BORDER_INFOalias1.STATE_NAME = ""new mexico"" ) AND BORDER_INFOalias0.STATE_NAME = ""colorado"" ;",SELECT COUNT(state_name) FROM border_info WHERE border = 'colorado' AND state_name IN (SELECT state_name FROM border_info WHERE border = 'new mexico'),3.431,0.0005,0.0001,0,1,
180,how many major cities are in states bordering utah,"SELECT COUNT( CITYalias0.CITY_NAME ) FROM CITY AS CITYalias0 WHERE CITYalias0.POPULATION > 150000 AND CITYalias0.STATE_NAME IN ( SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME = ""utah"" ) ;",SELECT COUNT(city_name) FROM city WHERE population > 150000 AND state_name IN (SELECT border FROM border_info WHERE state_name = 'utah'),3.24,0.0006,0.0002,0,1,
181,what is the total population of the states that border texas,"SELECT SUM( STATEalias0.POPULATION ) FROM BORDER_INFO AS BORDER_INFOalias0 , STATE AS STATEalias0 WHERE BORDER_INFOalias0.STATE_NAME = ""texas"" AND STATEalias0.STATE_NAME = BORDER_INFOalias0.BORDER ;",SELECT SUM(population) FROM state WHERE state_name IN (SELECT border FROM border_info WHERE state_name = 'texas'),3.415,0.0014,0.0003,0,1,
182,what are the major lakes in united states ,SELECT LAKEalias0.LAKE_NAME FROM LAKE AS LAKEalias0 WHERE LAKEalias0.AREA > 750 ;,SELECT lake_name FROM lake WHERE area > 750 AND country_name = 'usa',3.41,0.0049,0.0002,0,1,
183,name all the lakes of us,SELECT LAKEalias0.LAKE_NAME FROM LAKE AS LAKEalias0 ;,SELECT lake_name FROM lake WHERE country_name = 'usa',3.179,0.0006,0.0003,0,1,
184,how many major rivers cross ohio,"SELECT COUNT( RIVERalias0.RIVER_NAME ) FROM RIVER AS RIVERalias0 WHERE RIVERalias0.LENGTH > 750 AND RIVERalias0.TRAVERSE = ""ohio"" ;",SELECT COUNT(river_name) FROM river WHERE traverse = 'ohio' AND length > 750,3.49,0.0018,0.0002,0,1,
185,what state has the shortest river,SELECT DISTINCT RIVERalias0.TRAVERSE FROM RIVER AS RIVERalias0 WHERE RIVERalias0.LENGTH = ( SELECT MIN( RIVERalias1.LENGTH ) FROM RIVER AS RIVERalias1 ) ;,SELECT traverse FROM river WHERE length = (SELECT MIN(length) FROM river),3.457,0.0006,0.0002,0,1,
186,how many states are next to major rivers,SELECT COUNT( DISTINCT RIVERalias0.TRAVERSE ) FROM RIVER AS RIVERalias0 WHERE RIVERalias0.LENGTH > 750 ;,SELECT COUNT(DISTINCT traverse) FROM river WHERE length > 750,3.375,0.0027,0.0003,0,1,
187,what state borders the least states excluding alaska and excluding hawaii,"SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 LEFT OUTER JOIN BORDER_INFO AS BORDER_INFOalias0 ON STATEalias0.STATE_NAME = BORDER_INFOalias0.STATE_NAME WHERE STATEalias0.STATE_NAME <> ""alaska"" AND STATEalias0.STATE_NAME <> ""hawaii"" GROUP BY STATEalias0.STATE_NAME HAVING COUNT( BORDER_INFOalias0.BORDER ) = ( SELECT MIN( DERIVED_TABLEalias0.DERIVED_FIELDalias0 ) FROM ( SELECT COUNT( BORDER_INFOalias1.BORDER ) AS DERIVED_FIELDalias0 , STATEalias1.STATE_NAME FROM STATE AS STATEalias1 LEFT OUTER JOIN BORDER_INFO AS BORDER_INFOalias1 ON STATEalias1.STATE_NAME = BORDER_INFOalias1.STATE_NAME WHERE STATEalias1.STATE_NAME <> ""alaska"" AND STATEalias1.STATE_NAME <> ""hawaii"" GROUP BY STATEalias1.STATE_NAME ) AS DERIVED_TABLEalias0 ) ;","SELECT state_name FROM border_info GROUP BY state_name HAVING COUNT(border) = (SELECT MIN(cnt) FROM (SELECT state_name, COUNT(border) AS cnt FROM border_info WHERE state_name NOT IN ('alaska', 'hawaii') GROUP BY state_name)) AND state_name NOT IN ('alaska', 'hawaii')",3.672,0.0033,0.0006,0,1,
188,what is the highest point in the smallest state,"SELECT HIGHLOWalias0.HIGHEST_POINT FROM HIGHLOW AS HIGHLOWalias0 , STATE AS STATEalias0 WHERE STATEalias0.AREA = ( SELECT MIN( STATEalias1.AREA ) FROM STATE AS STATEalias1 ) AND STATEalias0.STATE_NAME = HIGHLOWalias0.STATE_NAME ;",SELECT highest_point FROM highlow WHERE state_name = (SELECT state_name FROM state WHERE area = (SELECT MIN(area) FROM state)),3.246,0.0007,0.0001,0,1,
189,what is the height of mount mckinley,"SELECT MOUNTAINalias0.MOUNTAIN_ALTITUDE FROM MOUNTAIN AS MOUNTAINalias0 WHERE MOUNTAINalias0.MOUNTAIN_NAME = ""mckinley"" ;",SELECT highest_elevation FROM highlow WHERE highest_point = 'mckinley',3.4,0.0016,0.0003,0,0,Data Mismatch
190,what is the highest point in the state with the smallest population,"SELECT HIGHLOWalias0.HIGHEST_POINT FROM HIGHLOW AS HIGHLOWalias0 , STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = HIGHLOWalias0.STATE_NAME AND STATEalias0.STATE_NAME IN ( SELECT STATEalias1.STATE_NAME FROM STATE AS STATEalias1 WHERE STATEalias1.POPULATION = ( SELECT MIN( STATEalias2.POPULATION ) FROM STATE AS STATEalias2 ) ) ;",SELECT highest_point FROM highlow WHERE state_name = (SELECT state_name FROM state WHERE population = (SELECT MIN(population) FROM state)),3.259,0.0012,0.0002,0,1,
191,which rivers run through the state with the lowest elevation in the usa,SELECT RIVERalias0.RIVER_NAME FROM RIVER AS RIVERalias0 WHERE RIVERalias0.TRAVERSE IN ( SELECT HIGHLOWalias0.STATE_NAME FROM HIGHLOW AS HIGHLOWalias0 WHERE HIGHLOWalias0.LOWEST_ELEVATION = ( SELECT MIN( HIGHLOWalias1.LOWEST_ELEVATION ) FROM HIGHLOW AS HIGHLOWalias1 ) ) ;,SELECT river_name FROM river WHERE traverse = (SELECT state_name FROM highlow WHERE lowest_elevation = (SELECT MIN(lowest_elevation) FROM highlow)),3.276,0.002,0.0002,0,1,
192,what mountains are in alaska,"SELECT MOUNTAINalias0.MOUNTAIN_NAME FROM MOUNTAIN AS MOUNTAINalias0 WHERE MOUNTAINalias0.STATE_NAME = ""alaska"" ;",SELECT mountain_name FROM mountain WHERE state_name = 'alaska',3.207,0.0004,0.0001,0,1,
193,how many states have major rivers,SELECT COUNT( DISTINCT RIVERalias0.TRAVERSE ) FROM RIVER AS RIVERalias0 WHERE RIVERalias0.LENGTH > 750 ;,SELECT COUNT(DISTINCT traverse) FROM river WHERE length > 750,3.348,0.0007,0.0002,0,1,
194,what is the smallest state through which the longest river runs,SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.AREA = ( SELECT MIN( STATEalias1.AREA ) FROM STATE AS STATEalias1 WHERE STATEalias1.STATE_NAME IN ( SELECT RIVERalias0.TRAVERSE FROM RIVER AS RIVERalias0 WHERE RIVERalias0.LENGTH = ( SELECT MAX( RIVERalias1.LENGTH ) FROM RIVER AS RIVERalias1 ) ) ) AND STATEalias0.STATE_NAME IN ( SELECT RIVERalias2.TRAVERSE FROM RIVER AS RIVERalias2 WHERE RIVERalias2.LENGTH = ( SELECT MAX( RIVERalias3.LENGTH ) FROM RIVER AS RIVERalias3 ) ) ;,SELECT state_name FROM state WHERE state_name = (SELECT traverse FROM river WHERE length = (SELECT MAX(length) FROM river)) ORDER BY area ASC LIMIT 1,3.575,0.001,0.0001,0,0,Data Mismatch
195,what is the largest state traversed by the mississippi river,"SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.AREA = ( SELECT MAX( STATEalias1.AREA ) FROM STATE AS STATEalias1 WHERE STATEalias1.STATE_NAME IN ( SELECT RIVERalias0.TRAVERSE FROM RIVER AS RIVERalias0 WHERE RIVERalias0.RIVER_NAME = ""mississippi"" ) ) AND STATEalias0.STATE_NAME IN ( SELECT RIVERalias1.TRAVERSE FROM RIVER AS RIVERalias1 WHERE RIVERalias1.RIVER_NAME = ""mississippi"" ) ;",SELECT state_name FROM state WHERE area = (SELECT MAX(area) FROM state WHERE state_name IN (SELECT traverse FROM river WHERE river_name = 'mississippi')) AND state_name IN (SELECT traverse FROM river WHERE river_name = 'mississippi'),3.378,0.0008,0.0002,0,1,
196,how many rivers run through the states bordering colorado,"SELECT COUNT( RIVERalias0.RIVER_NAME ) FROM RIVER AS RIVERalias0 WHERE RIVERalias0.TRAVERSE IN ( SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME = ""colorado"" ) ;",SELECT COUNT(DISTINCT river_name) FROM river WHERE traverse IN (SELECT border FROM border_info WHERE state_name = 'colorado'),3.502,0.0008,0.0003,0,0,Data Mismatch
197,what is the longest river that does not run through texas,"SELECT DISTINCT RIVERalias0.RIVER_NAME FROM RIVER AS RIVERalias0 WHERE RIVERalias0.LENGTH = ( SELECT MAX( RIVERalias1.LENGTH ) FROM RIVER AS RIVERalias1 WHERE RIVERalias1.RIVER_NAME NOT IN ( SELECT RIVERalias2.RIVER_NAME FROM RIVER AS RIVERalias2 WHERE RIVERalias2.TRAVERSE = ""texas"" ) ) AND RIVERalias0.RIVER_NAME NOT IN ( SELECT RIVERalias3.RIVER_NAME FROM RIVER AS RIVERalias3 WHERE RIVERalias3.TRAVERSE = ""texas"" ) ;",SELECT river_name FROM river WHERE length = (SELECT MAX(length) FROM river WHERE traverse != 'texas') AND traverse != 'texas',3.699,0.0023,0.0002,0,1,
198,what are the largest cities in the states that border the largest state,"SELECT CITYalias0.CITY_NAME FROM CITY AS CITYalias0 WHERE CITYalias0.POPULATION IN ( SELECT DERIVED_TABLEalias1.DERIVED_FIELDalias0 FROM ( SELECT MAX( CITYalias1.POPULATION ) AS DERIVED_FIELDalias0 , STATEalias0.STATE_NAME FROM CITY AS CITYalias1 , STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = CITYalias1.STATE_NAME AND STATEalias0.STATE_NAME IN ( SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 GROUP BY BORDER_INFOalias0.BORDER HAVING COUNT( 1 ) = ( SELECT MAX( DERIVED_TABLEalias0.DERIVED_FIELDalias1 ) FROM ( SELECT BORDER_INFOalias1.BORDER , COUNT( 1 ) AS DERIVED_FIELDalias1 FROM BORDER_INFO AS BORDER_INFOalias1 GROUP BY BORDER_INFOalias1.BORDER ) AS DERIVED_TABLEalias0 ) ) GROUP BY STATEalias0.STATE_NAME ) AS DERIVED_TABLEalias1 ) ;",SELECT city_name FROM city WHERE population > 150000 AND state_name IN (SELECT border FROM border_info WHERE state_name = (SELECT state_name FROM state WHERE area = (SELECT MAX(area) FROM state))),3.431,0.0018,0.0003,0,0,Data Mismatch
199,what state has no rivers,SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME NOT IN ( SELECT RIVERalias0.TRAVERSE FROM RIVER AS RIVERalias0 ) ;,SELECT state_name FROM state WHERE state_name NOT IN (SELECT traverse FROM river),3.574,0.0007,0.0002,0,1,
200,how many rivers are in the state with the highest point,"SELECT COUNT( RIVERalias0.RIVER_NAME ) FROM HIGHLOW AS HIGHLOWalias0 , RIVER AS RIVERalias0 WHERE HIGHLOWalias0.HIGHEST_ELEVATION = ( SELECT MAX( HIGHLOWalias1.HIGHEST_ELEVATION ) FROM HIGHLOW AS HIGHLOWalias1 ) AND RIVERalias0.TRAVERSE = HIGHLOWalias0.STATE_NAME ;",SELECT COUNT(river_name) FROM river WHERE traverse = (SELECT state_name FROM highlow ORDER BY highest_elevation DESC LIMIT 1),3.404,0.002,0.0003,0,1,
201,what state has the most cities,SELECT CITYalias0.STATE_NAME FROM CITY AS CITYalias0 GROUP BY CITYalias0.STATE_NAME ORDER BY COUNT( 1 ) DESC LIMIT 1 ;,SELECT state_name FROM city GROUP BY state_name ORDER BY COUNT(city_name) DESC LIMIT 1,3.26,0.001,0.0006,0,1,
202,what is the capital of the largest state,SELECT STATEalias0.CAPITAL FROM STATE AS STATEalias0 WHERE STATEalias0.AREA = ( SELECT MAX( STATEalias1.AREA ) FROM STATE AS STATEalias1 ) ;,SELECT capital FROM state WHERE area = (SELECT MAX(area) FROM state),3.545,0.0005,0.0001,0,1,
203,how many cities are in montana,"SELECT COUNT( CITYalias0.CITY_NAME ) FROM CITY AS CITYalias0 WHERE CITYalias0.STATE_NAME = ""montana"" ;",SELECT COUNT(city_name) FROM city WHERE state_name = 'montana',3.347,0.0015,0.0002,0,1,
204,what is the highest point in the state with the most rivers,"SELECT HIGHLOWalias0.HIGHEST_POINT FROM HIGHLOW AS HIGHLOWalias0 WHERE ( HIGHLOWalias0.STATE_NAME = ( SELECT RIVERalias0.TRAVERSE FROM RIVER AS RIVERalias0 , STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = RIVERalias0.TRAVERSE GROUP BY STATEalias0.STATE_NAME ORDER BY COUNT( RIVERalias0.RIVER_NAME ) DESC LIMIT 1 ) ) ;",SELECT highest_point FROM highlow WHERE state_name = (SELECT state_name FROM lake GROUP BY state_name ORDER BY COUNT(state_name) DESC LIMIT 1),3.326,0.0009,0.0002,0,0,Data Mismatch
205,what is the area of the states,SELECT STATEalias0.AREA FROM STATE AS STATEalias0 ;,SELECT area FROM state,3.875,0.0007,0.0002,0,1,
206,how many states in the us does the shortest river run through,SELECT COUNT( RIVERalias0.TRAVERSE ) FROM RIVER AS RIVERalias0 WHERE RIVERalias0.LENGTH = ( SELECT MIN( RIVERalias1.LENGTH ) FROM RIVER AS RIVERalias1 ) ;,SELECT COUNT(traverse) FROM river WHERE length = (SELECT MIN(length) FROM river) AND country_name = 'usa',3.256,0.001,0.0002,0,1,
207,what is the average population per square km in the us,SELECT SUM( STATEalias0.POPULATION ) / SUM( STATEalias0.AREA ) FROM STATE AS STATEalias0 ;,SELECT AVG(population / area) FROM state WHERE country_name = 'usa',3.291,0.0008,0.0002,0,0,Data Mismatch
208,what rivers flow through states that border the state with the largest population,SELECT RIVERalias0.RIVER_NAME FROM RIVER AS RIVERalias0 WHERE RIVERalias0.TRAVERSE IN ( SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME IN ( SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.POPULATION = ( SELECT MAX( STATEalias1.POPULATION ) FROM STATE AS STATEalias1 ) ) ) ;,SELECT river_name FROM river WHERE traverse IN (SELECT border FROM border_info WHERE state_name = (SELECT state_name FROM state WHERE population = (SELECT MAX(population) FROM state))),3.269,0.0015,0.0004,0,1,
209,what are the major cities in the largest state,SELECT CITYalias0.CITY_NAME FROM CITY AS CITYalias0 WHERE CITYalias0.POPULATION > 150000 AND CITYalias0.STATE_NAME = ( SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.AREA = ( SELECT MAX( STATEalias1.AREA ) FROM STATE AS STATEalias1 ) ) ;,SELECT city_name FROM city WHERE population > 150000 AND state_name = (SELECT state_name FROM state WHERE area = (SELECT MAX(area) FROM state)),3.396,0.0007,0.0004,0,1,
210,what is the area of the smallest state,SELECT STATEalias0.AREA FROM STATE AS STATEalias0 WHERE STATEalias0.AREA = ( SELECT MIN( STATEalias1.AREA ) FROM STATE AS STATEalias1 ) ;,SELECT area FROM state WHERE area = (SELECT MIN(area) FROM state),3.256,0.0017,0.0002,0,1,
211,which states border the longest river in the usa,SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME IN ( SELECT RIVERalias0.TRAVERSE FROM RIVER AS RIVERalias0 WHERE RIVERalias0.LENGTH = ( SELECT MAX( RIVERalias1.LENGTH ) FROM RIVER AS RIVERalias1 ) ) ;,SELECT border FROM border_info WHERE state_name IN (SELECT traverse FROM river WHERE length = (SELECT MAX(length) FROM river WHERE country_name = 'usa')),3.475,0.001,0.0006,0,1,
212,what is the population density of the state with the smallest population,SELECT STATEalias0.DENSITY FROM STATE AS STATEalias0 WHERE STATEalias0.POPULATION = ( SELECT MIN( STATEalias1.POPULATION ) FROM STATE AS STATEalias1 ) ;,SELECT density FROM state WHERE population = (SELECT MIN(population) FROM state),3.375,0.0006,0.0002,0,1,
213,how many states border the mississippi river,"SELECT COUNT( DISTINCT BORDER_INFOalias0.BORDER ) FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME IN ( SELECT RIVERalias0.TRAVERSE FROM RIVER AS RIVERalias0 WHERE RIVERalias0.RIVER_NAME = ""mississippi"" ) ;",SELECT COUNT(DISTINCT state_name) FROM border_info WHERE border IN (SELECT traverse FROM river WHERE river_name = 'mississippi'),3.315,0.0023,0.0003,0,1,
214,what states have a capital that is the highest point in the state,"SELECT STATEalias0.STATE_NAME FROM HIGHLOW AS HIGHLOWalias0 , STATE AS STATEalias0 WHERE STATEalias0.CAPITAL = HIGHLOWalias0.HIGHEST_POINT ;",SELECT state_name FROM state WHERE capital = (SELECT highest_point FROM highlow WHERE state_name = state.state_name),3.328,0.0004,0.0004,0,1,
215,what is the population of the capital of the smallest state,SELECT CITYalias0.POPULATION FROM CITY AS CITYalias0 WHERE CITYalias0.CITY_NAME = ( SELECT STATEalias0.CAPITAL FROM STATE AS STATEalias0 WHERE STATEalias0.AREA = ( SELECT MIN( STATEalias1.AREA ) FROM STATE AS STATEalias1 ) ) ;,SELECT population FROM state WHERE state_name = (SELECT state_name FROM state ORDER BY area ASC LIMIT 1),3.436,0.0008,0.0004,0,0,Data Mismatch
216,what is the population of the capital of the largest state,SELECT CITYalias0.POPULATION FROM CITY AS CITYalias0 WHERE CITYalias0.CITY_NAME = ( SELECT STATEalias0.CAPITAL FROM STATE AS STATEalias0 WHERE STATEalias0.AREA = ( SELECT MAX( STATEalias1.AREA ) FROM STATE AS STATEalias1 ) ) ;,SELECT population FROM state WHERE state_name = (SELECT state_name FROM state ORDER BY area DESC LIMIT 1),4.286,0.0019,0.0004,0,0,Data Mismatch
217,what is the lowest point of the state with the largest area,"SELECT HIGHLOWalias0.LOWEST_POINT FROM HIGHLOW AS HIGHLOWalias0 , STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = HIGHLOWalias0.STATE_NAME AND STATEalias0.STATE_NAME IN ( SELECT STATEalias1.STATE_NAME FROM STATE AS STATEalias1 WHERE STATEalias1.AREA = ( SELECT MAX( STATEalias2.AREA ) FROM STATE AS STATEalias2 ) ) ;",SELECT lowest_point FROM highlow WHERE state_name = (SELECT state_name FROM state WHERE area = (SELECT MAX(area) FROM state)),4.351,0.0016,0.0001,0,1,
218,what state has the smallest capital,"SELECT CITYalias0.STATE_NAME FROM CITY AS CITYalias0 WHERE CITYalias0.POPULATION = ( SELECT MIN( DERIVED_TABLEalias0.POPULATION ) FROM ( SELECT CITYalias1.POPULATION FROM CITY AS CITYalias1 , STATE AS STATEalias0 WHERE STATEalias0.CAPITAL = CITYalias1.CITY_NAME ) AS DERIVED_TABLEalias0 ) ;",SELECT state_name FROM state WHERE capital = (SELECT city_name FROM city ORDER BY population ASC LIMIT 1),3.377,0.0023,0.0003,0,0,Data Mismatch
219,what states border states that border the state with the largest population,"SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 , BORDER_INFO AS BORDER_INFOalias1 WHERE BORDER_INFOalias1.BORDER = BORDER_INFOalias0.STATE_NAME AND BORDER_INFOalias1.STATE_NAME IN ( SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.POPULATION = ( SELECT MAX( STATEalias1.POPULATION ) FROM STATE AS STATEalias1 ) ) ;",SELECT border FROM border_info WHERE state_name IN (SELECT border FROM border_info WHERE state_name = (SELECT state_name FROM state WHERE population = (SELECT MAX(population) FROM state))),4.461,0.0015,0.0005,0,1,
220,what is the capital of the state that borders the most states,"SELECT STATEalias0.CAPITAL FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME IN ( SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 GROUP BY BORDER_INFOalias0.BORDER HAVING COUNT( 1 ) = ( SELECT MAX( DERIVED_TABLEalias0.DERIVED_FIELDalias0 ) FROM ( SELECT BORDER_INFOalias1.BORDER , COUNT( 1 ) AS DERIVED_FIELDalias0 FROM BORDER_INFO AS BORDER_INFOalias1 GROUP BY BORDER_INFOalias1.BORDER ) AS DERIVED_TABLEalias0 ) ) ;",SELECT capital FROM state WHERE state_name = (SELECT state_name FROM border_info GROUP BY state_name ORDER BY COUNT(border) DESC LIMIT 1),3.354,0.0025,0.0006,0,0,Data Mismatch
221,what is the size of the largest state in the usa,SELECT MAX( STATEalias0.AREA ) FROM STATE AS STATEalias0 ;,SELECT MAX(area) FROM state WHERE country_name = 'usa',4.228,0.0006,0.0002,0,1,
222,of the states washed by the mississippi river which has the lowest point,"SELECT HIGHLOWalias0.STATE_NAME FROM HIGHLOW AS HIGHLOWalias0 WHERE HIGHLOWalias0.LOWEST_ELEVATION = ( SELECT MIN( HIGHLOWalias1.LOWEST_ELEVATION ) FROM HIGHLOW AS HIGHLOWalias1 , RIVER AS RIVERalias0 WHERE ( RIVERalias0.RIVER_NAME = ""mississippi"" ) AND ( RIVERalias0.TRAVERSE = HIGHLOWalias1.STATE_NAME ) ) ;",SELECT state_name FROM highlow WHERE state_name IN (SELECT traverse FROM river WHERE river_name = 'mississippi') ORDER BY lowest_elevation ASC LIMIT 1,4.426,0.002,0.0004,0,1,
223,how many rivers in texas are longer than the red,"SELECT COUNT( RIVERalias0.RIVER_NAME ) FROM RIVER AS RIVERalias0 WHERE RIVERalias0.LENGTH > ALL ( SELECT RIVERalias1.LENGTH FROM RIVER AS RIVERalias1 WHERE RIVERalias1.RIVER_NAME = ""red"" ) AND RIVERalias0.TRAVERSE = ""texas"" ;",SELECT COUNT(river_name) FROM river WHERE traverse = 'texas' AND length > (SELECT length FROM river WHERE river_name = 'red'),3.474,0.0,0.0004,0,0,"Gold SQL Error: near ""ALL"": syntax error"
224,which capitals are not major cities,"SELECT STATEalias0.CAPITAL FROM CITY AS CITYalias0 , STATE AS STATEalias0 WHERE CITYalias0.POPULATION <= 150000 AND STATEalias0.CAPITAL = CITYalias0.CITY_NAME ;",SELECT capital FROM state WHERE population > 150000 AND capital NOT IN (SELECT city_name FROM city WHERE population > 150000),4.297,0.0015,0.0005,0,0,Data Mismatch
225,how high is the highest point in the largest state,"SELECT HIGHLOWalias0.HIGHEST_ELEVATION FROM HIGHLOW AS HIGHLOWalias0 , STATE AS STATEalias0 WHERE STATEalias0.AREA = ( SELECT MAX( STATEalias1.AREA ) FROM STATE AS STATEalias1 ) AND STATEalias0.STATE_NAME = HIGHLOWalias0.STATE_NAME ;",SELECT highest_point FROM highlow WHERE state_name = (SELECT state_name FROM state WHERE area = (SELECT MAX(area) FROM state)),4.762,0.0008,0.0003,0,0,Data Mismatch
226,give me the cities in usa,SELECT CITYalias0.CITY_NAME FROM CITY AS CITYalias0 ;,SELECT city_name FROM city WHERE country_name = 'usa',3.185,0.003,0.0009,0,1,
227,what is the highest point of the state with the largest area,"SELECT HIGHLOWalias0.HIGHEST_POINT FROM HIGHLOW AS HIGHLOWalias0 , STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = HIGHLOWalias0.STATE_NAME AND STATEalias0.STATE_NAME IN ( SELECT STATEalias1.STATE_NAME FROM STATE AS STATEalias1 WHERE STATEalias1.AREA = ( SELECT MAX( STATEalias2.AREA ) FROM STATE AS STATEalias2 ) ) ;",SELECT highest_point FROM highlow WHERE state_name = (SELECT state_name FROM state WHERE area = (SELECT MAX(area) FROM state)),4.314,0.0009,0.0002,0,1,
228,where is new hampshire,"SELECT STATEalias0.COUNTRY_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME = ""new hampshire"" ;",SELECT state_name FROM state WHERE capital = 'concord',3.247,0.0018,0.0002,0,0,Data Mismatch
229,what state has the largest urban population,SELECT CITYalias0.STATE_NAME FROM CITY AS CITYalias0 GROUP BY CITYalias0.STATE_NAME ORDER BY SUM( CITYalias0.POPULATION ) DESC LIMIT 1 ;,SELECT state_name FROM city GROUP BY state_name ORDER BY SUM(population) DESC,4.344,0.0008,0.0007,0,0,Data Mismatch
230,what state borders the least states,"SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 LEFT OUTER JOIN BORDER_INFO AS BORDER_INFOalias0 ON STATEalias0.STATE_NAME = BORDER_INFOalias0.STATE_NAME GROUP BY STATEalias0.STATE_NAME HAVING COUNT( BORDER_INFOalias0.BORDER ) = ( SELECT MIN( DERIVED_TABLEalias0.DERIVED_FIELDalias0 ) FROM ( SELECT COUNT( BORDER_INFOalias1.BORDER ) AS DERIVED_FIELDalias0 , STATEalias1.STATE_NAME FROM STATE AS STATEalias1 LEFT OUTER JOIN BORDER_INFO AS BORDER_INFOalias1 ON STATEalias1.STATE_NAME = BORDER_INFOalias1.STATE_NAME GROUP BY STATEalias1.STATE_NAME ) AS DERIVED_TABLEalias0 ) ;",SELECT state_name FROM border_info GROUP BY state_name ORDER BY COUNT(border) ASC LIMIT 1,4.375,0.0079,0.0005,0,0,Data Mismatch
231,what are the major rivers in the us,SELECT DISTINCT RIVERalias0.RIVER_NAME FROM RIVER AS RIVERalias0 WHERE RIVERalias0.LENGTH > 750 ;,SELECT river_name FROM river WHERE length > 750 AND country_name = 'usa',3.231,0.0006,0.0005,0,1,
232,how many cities named austin are there in the usa,"SELECT COUNT( CITYalias0.CITY_NAME ) FROM CITY AS CITYalias0 WHERE CITYalias0.CITY_NAME = ""austin"" ;",SELECT COUNT(city_name) FROM city WHERE city_name = 'austin' AND country_name = 'usa',4.672,0.0018,0.0003,0,1,
